Album ID,Artist IDs,Artist(s),ID,Popularity,Query,Rank,Release Date,Song,Year
0BVvg6EVfwto3LmLbhEAnM,['7zICaxnDB9ZprDSiFpvbbW'],Master P  ,76fblol4e5FQVs2WZkj8Bn,25.0,track:Make  Em Say Uhh! artist:Master P  ,40.0,1998-01-01,Make  Em Say Uhh!,1998.0
0SHpIbyBLUugMXsl3yNkUz,['4iHNK0tOyZPYnBU7nGAgpQ'],Mariah Carey,5UVcgBRW78CCcKCopEGAST,45.0,track:Make It Happen artist:Mariah Carey,42.0,1991-09-17,Make It Happen,1992.0
2V21srAwsTtnrZeXv6qQPy,"['0aBAAnXItgKnXdccW1INw5', '2wIVse2owClT7go1WT98tk', '0WvU4ovnm590MR3AYpTYY9']",Nicole  ,74nsOZqzZzyvFVvBy12I7Y,46.0,track:Make It Hot artist:Nicole  ,41.0,1998-08-14,Make It Hot,1998.0
7L3ybS1mQpWwAiZm4FuNwn,"['3ScY9CQxNLQei8Umvpx5g6', '55Aa2cqylxrFIXC767Z865']",Fat Joe  ,4JPCdSaqs9dJd7RatFSHww,61.0,track:Make It Rain artist:Fat Joe  ,43.0,2006-11-14,Make It Rain,2007.0
7hQLMo5EB7gv4kEMDOyPQ2,['3AHq6rutf72JF0ul8GB6G2'],The Jets,3fGR17imrNcMkwm5WZSBbI,48.0,track:Make It Real artist:The Jets,51.0,2001-01-01,Make It Real,1988.0
2eTrV6WUTJtKFzg5iznPJ7,['70ZTdbPEcEugBNay4MvxfL'],Bread,7wWw7hBmErNg9u5w6Xx0vy,66.0,track:Make It with You artist:Bread,13.0,1970-01-01,Make It with You,1970.0
6t5g3iBwXlDWXhSZbDonrJ,"['0YWxKQj2Go9CGHCp77UOyy', '21E3waRsmPlU7jZsS13rcj']",Fabolous  ,0YkJU6TjjwzsVXUPRIO0DB,62.0,track:Make Me Better artist:Fabolous  ,44.0,2007-01-01,Make Me Better,2007.0
70B4NcPOzJh2KIXy0KuNtP,['2ekjTXgjxbWwBX5lTAj4DU'],Eric Carmen,0PB2slkv8soQdhmeOmCh4P,6.0,track:Make Me Lose Control artist:Eric Carmen,38.0,1989-01-01,Make Me Lose Control,1988.0
0PRgsdDXQ8QPaDUetVF7yN,['3iDD7bnsjL9J4fO298r0L0'],Chicago,14vDlv40PzpXKBo6qmht6M,46.0,track:Make Me Smile artist:Chicago,59.0,1970-01-26,Make Me Smile,1970.0
6SjLhapZQcPYcMP73FdPRZ,['2r09Inibex3C4ZNTUVSG3m'],Keith Sweat,3iI6xZkQSWGjWx5phFVLn2,35.0,track:Make You Sweat artist:Keith Sweat,89.0,1990-01-01,Make You Sweat,1990.0
4L84oUhMXsdbKSJ5LUuOQl,['4BoRxUdrcgbbq1rxJvvhg9'],Olivia Newton-John,1HKzbaJa69dMplZfb49TN1,33.0,track:Make a Move on Me artist:Olivia Newton-John,84.0,1981-01-01,Make a Move on Me,1982.0
29hJ8AFYZU98OzenrMr6iU,['04gDigrS5kc9YWfZHwBETP'],Maroon 5,1lHXlGlve5Zx8tXLhyjDwM,57.0,track:Makes Me Wonder artist:Maroon 5,13.0,2007-01-01,Makes Me Wonder,2007.0
0yoPn5qKwBRkR79QE9mXZB,['6vFCfSDEGGjyLpkMa1YhBE'],David Naughton,035Ag6mdG1EWFZvgdnK8lK,34.0,track:Makin  It artist:David Naughton,14.0,2012-11-26,Makin  It,1979.0
5PXeBHFjvr8EykHfFxJMje,['4xXCRXOfQKQ2gjWxNhNzYW'],Air Supply,1qQkXsvHcyenlqtPlGL9kn,59.0,track:Making Love Out of Nothing at All artist:Air Supply,66.0,2003-05-29,Making Love Out of Nothing at All,1983.0
5A00qXuqxWrO4NvSkBZfq4,['0W498bDDNlJIrYMKXdpLHA'],Roberta Flack,1UpKK7U9ow2K1G6qNw9wnW,38.0,track:Making Love artist:Roberta Flack,46.0,1982-01-01,Making Love,1982.0
4kWPS9C0JwMh9bdeesSuAf,"['5YGY8feqx7naU7z4HrwZM6', '2o5jDhtHVPhrJdv3cEQ99Z']",Miley Cyrus,1NvSQe0i4ApmQCnBI8Jwzq,55.0,track:Malibu artist:Miley Cyrus,89.0,2017-05-11,Malibu,2017.0
0EXubpxzIR0IoPJCCvJNDZ,['3PhoLpVuITZKcymswpck5b'],Elton John,3LIGS2KScSoi6O7XT0NQRv,35.0,track:Mama Can t Buy You Love artist:Elton John,36.0,1989-02-01,Mama Can t Buy You Love,1979.0
4c9TWEY7mW9Z2CWpc7MIlw,['4tPAbp9qF8nR9becfJGQCZ'],Jan Bradley,32jTKWSBvO4A6dK0INCgdC,13.0,track:Mama Didn t Lie artist:Jan Bradley,66.0,1997-08-26,Mama Didn t Lie,1963.0
726JEliZdlQqeD7T79M9ee,['0x83OBqixqdCHnStP5VMcn'],The Shirelles,2Qs5tJfqwvz3rEqzfORrVP,54.0,track:Mama Said artist:The Shirelles,81.0,1961-02-01,Mama Said,1961.0
0tJT9ZnxnlElGa34DRj59l,['4FAEZeJcsYYBkNq2D3KGTV'],Three Dog Night,1CAO7hiNOxJRPW4nFv2aRO,61.0,track:Mama Told Me (Not to Come) artist:Three Dog Night,11.0,1970-01-01,Mama Told Me (Not to Come),1970.0
1lEx4zW2SijZIhJDqg82kn,['3EY5DxGdy7x4GelivOjS2Q'],Connie Francis,5htJrzx9BOWrWWuTFRbehY,26.0,track:Mama artist:Connie Francis,68.0,1959-11-01,Mama,1960.0
1Pv6Znx8kGygusP4fqBD7m,['66lH4jAE7pqPlOlzUKbwA0'],Mir,2mXsZsJBThTaJXbNcg5QD4,67.0,track:Mama s Broken Heart artist:Mir,89.0,2011-11-01,Mama s Broken Heart,2013.0
5d6X8oegJmu9XKn9UBAswG,['2iE18Oxc8YSumAU232n4rW'],The Jackson 5,20a2Sdul23BOafd2X37Dlv,39.0,track:Mama s Pearl artist:The Jackson 5,86.0,1970-09-08,Mama s Pearl,1971.0
7hRiVC8EIOLbtPRaAV1LnS,['46lnlnlU0dXTDpoAUmH6Qx'],Lou Bega,3l8WwsQTLPysuRph7WIRYq,41.0,track:Mambo No. 5 artist:Lou Bega,42.0,1999-04-19,Mambo No. 5,1999.0
24TAupSNVWSAHL0R7n71vm,['3fMbdgg4jU18AjLCKBhRSm'],Michael Jackson,1kiNatIrwDusOZfR29W0LJ,69.0,track:Man in the Mirror artist:Michael Jackson,21.0,1987-08-31,Man in the Mirror,1988.0
76BubGTTioRfDDSyzPpnVM,['6clbbhnIqpHnqxwtOWcilg'],Little River B,4LzdgN6x9EHyE8MDjrq4lq,32.0,track:Man on Your Mind artist:Little River B,92.0,1981-01-01,Man on Your Mind,1982.0
4UMe0Ods7kygK6OISasZe9,['5e4Dhzv426EvQe3aDb64jL'],Shania Twain,6sxptembJVty4sNtcPMAVz,73.0,track:Man! I Feel Like a Woman! artist:Shania Twain,77.0,1997-11-04,Man! I Feel Like a Woman!,1999.0
243jhZJtyIZtEkrD6vhRLn,"['2iM28IgKg89v1o7BTQAVPo', '4374DY0rBAi0pCV6F9i00Y']",Bruce Hornsby ,3T8Ye4NB0MQhcEcxzMdAuH,55.0,track:Mandolin Rain artist:Bruce Hornsby ,65.0,1986-06-02,Mandolin Rain,1987.0
0D6b0oLPjrrV4YA4bRSkks,['3alW3LYQS8K29z8C8NSLIX'],Barry Manilow,6iXQrhhgBisdfvS34EMTZ3,69.0,track:Mandy artist:Barry Manilow,36.0,1974-01-01,Mandy,1975.0
7ygXmT175bKbOpiPjNwXOB,['77tT1kLj6mCWtFNqiOmP9H'],Hall ,7j74lucZ59vqN67Ipe2ZcY,74.0,track:Maneater artist:Hall ,7.0,1982-10-04,Maneater,1983.0
3R6Z3Hp8EMdhgkA5t89NiL,['771qBvjnXOH9Azr6lKy6FB'],Michael Sembello,0QKfiqpEU4h9ycPSzIFwYe,74.0,track:Maniac artist:Michael Sembello,9.0,1983-04-11,Maniac,1983.0
7qEP3i0f0zfk6JUFW3SyeN,['51l0uqRxGaczYr4271pVIC'],The Bangles,00vYs0qZA40Z8AAaN7xmMO,59.0,track:Manic Monday artist:The Bangles,48.0,1986-01-01,Manic Monday,1986.0
2Auw0pTT6EcQdvHNimhLQI,['04gDigrS5kc9YWfZHwBETP'],Maroon 5,4gbVRS8gloEluzf0GzDOFc,79.0,track:Maps artist:Maroon 5,29.0,2014-09-02,Maps,2014.0
3JWlQzyse21gwhqu2D6UQD,['28AyklUmMECPwdfo8NEsV0'],Jimmy Buffett,4EEjMyQub6tgFVshlM9j1M,69.0,track:Margaritaville artist:Jimmy Buffett,14.0,1977-01-01,Margaritaville,1977.0
4hO6VEnWpPImOF4RDmtTHM,['1TKifb1r4wnGbY5CYIwjGb'],Los Indios Tabajaras,3ygHAK1w3qP4wp83KXUiiu,47.0,track:Maria Elena artist:Los Indios Tabajaras,96.0,1964-08-26,Maria Elena,1963.0
1n12Kl9IoHSk65OcZDutSH,"['6GI52t8N5F02MxU0g5U69P', '782IpIScTpnDhYb9hyxOu1']",Santana  ,567UAkWoLBqZ709s3Qcbze,60.0,track:Maria Maria artist:Santana  ,3.0,1999-01-01,Maria Maria,2000.0
4w5Jvreahp3yvLqc4vCr9I,['6x2LnllRG5uGarZMsD4iO8'],Thomas Rhett,0OWZFobGSIW9GrSlQ9C5pc,70.0,track:Marry Me artist:Thomas Rhett,76.0,2017-09-08,Marry Me,2018.0
0rnMH71ttFhVBnGgMdnef8,['2qsSi2PBkOJDkacR6UAZSF'],The Ran-Dells,2zEXeKw3V6tNJ0j2Xd19z2,16.0,track:Martian Hop artist:The Ran-Dells,92.0,2012-07-03,Martian Hop,1963.0
5t4A7Loq1pKRFlkBOs1O2O,"['6VuMaDnrHyPL1p4EHjYLi7', '6JL8zeS1NmiOftqZTRgdTz']",Charlie Puth  ,6ukMqDxnOPOgoHdak7Kyp3,68.0,track:Marvin Gaye artist:Charlie Puth  ,75.0,2015-05-01,Marvin Gaye,2015.0
3q6Bz38jmqRDkXI7j5Hb9Y,['4tX2TplrkIP4v05BNC903e'],Tom Petty ,3dmqIB2Qxe2XZobw9gXxJ6,73.0,track:Mary Jane s Last Dance artist:Tom Petty ,77.0,2008-05-20,Mary Jane s Last Dance,1994.0
4SaED2mtSzOU6UEGk6rzwm,['2NtGOVTuHBMDfR5PMNPBGT'],Dee Dee Sharp,6jouZcdraQvsbh7SWkLEui,49.0,track:Mashed Potato Time artist:Dee Dee Sharp,3.0,1962-01-01,Mashed Potato Time,1962.0
0HO6tgtGKAZTGGC7nk8dYQ,"['1RyvyyTE3xzB2ZywiAwp0i', '2YZyLoL8N0Wb9xBt1NhZWg']",Future,6DB2KOEwHnjkgEnBt5SdeJ,64.0,track:Mask Off artist:Future,14.0,2017-05-23,Mask Off,2017.0
2tO3rrZ6q3OjHJMGVo13dh,['7guDJrEfX3qb6FEbdPA5qi'],Stevie Wonder,5EAgXGJ8Kw5QAfhQkZXYqT,61.0,track:Master Blaster (Jammin ) artist:Stevie Wonder,69.0,1980-09-29,Master Blaster (Jammin ),1981.0
1bVsvHBbgNEe7jwdkhNNzV,['2YdVmtVBpIrv0N6WiBzSqm'],Atlantic Starr,2sm3HfTCt3O6R6qUc5f6xb,49.0,track:Masterpiece artist:Atlantic Starr,27.0,1991-10-25,Masterpiece,1992.0
3ZRpmo4encM3hourEMUE0g,['3RwQ26hR2tJtA8F9p2n7jG'],The Temptations,4gAsVttMY36zJUCa7FYoJN,49.0,track:Masterpiece artist:The Temptations,80.0,1973-01-01,Masterpiece,1973.0
2IU9ftOgyRL2caQGWK1jjX,['6tbjWDEIzxoDsBA1FuhfPW'],Madonna,7bkyXSi4GtVfD7itZRUR3e,56.0,track:Material Girl artist:Madonna,58.0,1984-11-12,Material Girl,1985.0
1bB3QsmPVZgNrsqBAHC0Y9,"['27FGXRNruFoOdf1vP8dqcH', '59wfkuBoNyhDMQGCljbUbA', '23LbwefIODbyGdRbAz3urj']",Cassie,74r0nwfhQyQ5vPYjDoEuve,43.0,track:Me & U artist:Cassie,14.0,2006-01-01,Me & U,2006.0
74BVAeJgcJjomcDq9HKii7,['6JL8zeS1NmiOftqZTRgdTz'],Meghan Trainor,4QwAqYq8mkWkYC58mSGv7I,19.0,track:Me Too artist:Meghan Trainor,62.0,2016-11-04,Me Too,2016.0
4mVKP4QgluQEiyVqEekwy3,['3ICyfoySNDZqtBVmaBT84I'],War,7zgt5WiLyYncBGWp3ImJ6x,39.0,track:Me and Baby Brother artist:War,95.0,1973-08-01,Me and Baby Brother,1974.0
3j7nicLAWXM0Fb08q9XGyf,['4NgfOZCL9Ml67xzM0xzIvC'],Janis Joplin,1IqFh00G2kvvMm8pRMpehA,72.0,track:Me and Bobby McGee artist:Janis Joplin,11.0,1971-01-11,Me and Bobby McGee,1971.0
2t3e2RCx9fmVO7jmhrOm3a,['187xgSpsFH8mMbAcoCW0zE'],Billy Paul,6Ro2z4RtAUew9Kz2HZWZUi,66.0,track:Me and Mrs. Jones artist:Billy Paul,15.0,1972-10-25,Me and Mrs. Jones,1973.0
02ae5i5UAoFrt2peVox9Xd,['0kkxsdcaWmWU2yWAqclDh4'],Rixton,1oew3nFNY3vMacJAsvry0S,77.0,track:Me and My Broken Heart artist:Rixton,70.0,2014-01-01,Me and My Broken Heart,2014.0
2cPr8pyPaTW9VbvfYjY95d,['1sldhz8tzC100cRAdfnMht'],Lobo,1gSxwH0w4hUp570NzLYTa5,31.0,track:Me and You and a Dog Named Boo artist:Lobo,59.0,1971-01-01,Me and You and a Dog Named Boo,1971.0
2dqn5yOQWdyGwOpOIi9O4x,['06HL4z0CvFAxyc27GXpf02'],Taylor Swift  ,3GCL1PydwsLodcpv0Ll1ch,70.0,track:Me! artist:Taylor Swift  ,43.0,2008-11-11,Me!,2019.0
09Q3WwGYsQe5ognkvVkmCu,"['02kJSzxNuaWGqwubyUba0Z', '64M6ah0SkkRsnPGtGiRAbb']",G-Eazy  ,40YcuQysJ0KlGQTeGUosTC,76.0,"track:Me, Myself & I artist:G-Eazy  ",19.0,2015-12-04,"Me, Myself & I",2016.0
6oxVabMIqCMJRYN1GqR3Vf,['6vWDO969PvNqNYHIOW5v0m'],Beyoncé,6XsT5UGfpaFeHQf5LRIy4W,65.0,"track:Me, Myself and I artist:Beyoncé",26.0,2003-06-24,"Me, Myself and I",2004.0
5oXvIiGVyPfcrXzlMGxsMk,['0JDkhL4rjiPNEp92jAgJnS'],Roy Orbison,4trGanFbNFNJsynn7jMnlk,22.0,track:Mean Woman Blues artist:Roy Orbison,53.0,1989-11-23,Mean Woman Blues,1963.0
6t5D6LEgHxqUVOxJItkzfb,"['64M6ah0SkkRsnPGtGiRAbb', '3b8QkneNDz4JHKKKlLgYZg']",Bebe Rexha  ,7iDa6hUg2VgEL1o1HjmfBn,78.0,track:Meant to Be artist:Bebe Rexha  ,3.0,2017-08-11,Meant to Be,2018.0
2mIYia4lSO1NCSFGGGGNR9,['6S58b0fr8TkWrEHOH4tRVu'],Switchfoot,2md2i5QvelRFnafpnd6LOg,61.0,track:Meant to Live artist:Switchfoot,51.0,2003-01-01,Meant to Live,2004.0
5WtMgGIexFuhipmaqUMi3Z,['3Y3xIwWyq5wnNHPp5gPjOW'],Kenny Loggins,5CdX4HXMRxyldTVxXDrzSA,57.0,track:Meet Me Half Way artist:Kenny Loggins,96.0,1988-08-02,Meet Me Half Way,1987.0
6vdWrPAvPqkz2ugrxaiqda,['21iJ0sfITnAGHIFS3UQmk3'],The Black Eyed Peas,4BKKOpYUypuaDG8z2IvZnE,5.0,track:Meet Me Halfway artist:The Black Eyed Peas,58.0,2009-12-01,Meet Me Halfway,2010.0
01aoYWjhjshlHf5vJNYb03,['3FUY2gzHeIiaesXtOAdB7A'],Train,4ocbH5ZJqajZIpUrqRUoue,65.0,track:Meet Virginia artist:Train,70.0,1998-02-24,Meet Virginia,2000.0
3nR9B40hYLKLcR0Eph3Goc,['04gDigrS5kc9YWfZHwBETP'],Maroon 5,2b8fOow8UzyDFAE27YhOZM,87.0,track:Memories artist:Maroon 5,8.0,2019-09-20,Memories,2020.0
33kKQOAwlGVHTDDrfAtDbS,['3TiISqKS6ESlMQ4WFfZJw2'],Johnny Rivers,7IcJWRpvZXU0YOGEOphlfN,14.0,track:Memphis artist:Johnny Rivers,41.0,1990-01-01,Memphis,1964.0
3mAlzuHCo9jucylKKukcXU,['52GxmJdAcByy1ZyPivpUns'],Lonnie Mack,7mjeK9z5vPnnAiyHixUUdT,11.0,track:Memphis artist:Lonnie Mack,48.0,1985-01-01,Memphis,1963.0
3jZUAzlDcrJMaL9EXK51aP,['37YcGi7z4aXgzWu4jGRe4H'],Mellow Man Ace,3P6fS71hWhZvOnnxQojJ0Z,43.0,track:Mentirosa artist:Mellow Man Ace,99.0,1989-01-01,Mentirosa,1990.0
1DC4atftJXraE8Bsx6QmyQ,['702AvACMk5mieXIYlC2Gxx'],Pebbles,1ci5FGk5faD2gWyYl995yw,43.0,track:Mercedes Boy artist:Pebbles,63.0,1987-01-01,Mercedes Boy,1988.0
2v6ANhWhZBUKkg6pJJBs3B,['3koiLjNrgRTNbOwViDipeA'],Marvin Gaye,3IDc87lrpEHWFBASmgTgFV,66.0,track:Mercy Mercy Me (The Ecology) artist:Marvin Gaye,62.0,1971-05-21,Mercy Mercy Me (The Ecology),1971.0
6MTPPsqX8KnmDWmnQmbxJ5,['0fiWOxhsBsQQvFDtxUQWo0'],Brett Young,2VIPU72L6tIR4w8J8ap6Kp,68.0,track:Mercy artist:Brett Young,95.0,2017-02-10,Mercy,2018.0
0hmFRR0pDSZIAvoJqEFSKv,"['5K4W6rqBFWDnAN6FQUkS6x', '0c173mlxpT3dSFRgMO8XPh', '0ONHkAv9pCAFxb0zJwDNTy', '17lzZA2AlOHwCwFALHttmp']",Kanye West  ,4qikXelSRKvoCqFcHLB2H2,72.0,track:Mercy artist:Kanye West  ,27.0,2012-01-01,Mercy,2012.0
7JiIzxFCvrHYxVM1A8stBV,['7n2wHs1TKAczGzO7Dd2rGr'],Shawn Mendes,2lJOKBuPgR9vcD4PLxTakY,53.0,track:Mercy artist:Shawn Mendes,54.0,2017-01-27,Mercy,2017.0
298pZfbtzJsTVatKEQGJnI,['4zmxet3ZPdSmL3Xyv1Wegb'],The Buckinghams,1MiJfOXSXATS1cEEZA1wgj,38.0,"track:Mercy, Mercy, Mercy artist:The Buckinghams",51.0,1967-06-01,"Mercy, Mercy, Mercy",1967.0
0rLZHGRrjPwwUTfEPNTawc,"['1J2VVASYAamtQ3Bt8wGgA6', '5rkVyNGXEgeUqKkB5ccK83']",Ja Rule  ,2iclfHORMqpR3TxuhwVRhD,65.0,track:Mesmerize artist:Ja Rule  ,25.0,2002-01-01,Mesmerize,2003.0
6jt0AE3c2ZC5e9TJA2Duo2,['2JSjCHK79gdaiPWdKiNUNp'],Dionne Warwick,4g94t2vgwZ5Dk8hvnbx2pg,29.0,track:Message to Michael artist:Dionne Warwick,69.0,1989-01-01,Message to Michael,1966.0
5HzH1Tj5Zg77b5proAft1c,['77tT1kLj6mCWtFNqiOmP9H'],Hall ,58U8hRjWQdGCGQ1Y42SJFp,41.0,track:Method of Modern Love artist:Hall ,83.0,1984-01-01,Method of Modern Love,1985.0
3pHHT1JwvLNu89JUbfADaW,['3WHnBXhT1nrozhZnEpvDl8'],Bob Moore,0wOVdY0J1quJNSZMD2n2iK,9.0,track:Mexico artist:Bob Moore,55.0,2007-06-15,Mexico,1961.0
1ZJtkYBzRb7drznu3UYb3k,"['1vyhD5VmyZ7KMfW5gqLgo5', '4RSyJzf7ef6Iu2rnLdabNq']",J Balvin  ,4ipnJyDU3Lq15qBAYNqlqK,71.0,track:Mi Gente artist:J Balvin  ,50.0,2017-06-30,Mi Gente,2017.0
1ZJtkYBzRb7drznu3UYb3k,"['1vyhD5VmyZ7KMfW5gqLgo5', '4RSyJzf7ef6Iu2rnLdabNq']",J Balvin  ,4ipnJyDU3Lq15qBAYNqlqK,71.0,track:Mi Gente artist:J Balvin  ,99.0,2017-06-30,Mi Gente,2018.0
0p0W4RXcnc59jgatcdZozO,"['4q3ewBCX7sLwd24euuV69X', '3TVXtAsR1Inumwj472S9r4']",Bad Bunny  ,116H0KvKr2Zl4RPuVBruDO,78.0,track:Mia artist:Bad Bunny  ,44.0,2018-10-11,Mia,2019.0
5jiJM0tIbaoc33qGGkBAys,['50zRydJXfkLzGIOj9mITfy'],Jan Hammer,2UoF4VlADu3IkPCR6LGkpS,40.0,track:Miami Vice Theme artist:Jan Hammer,27.0,2007-01-01,Miami Vice Theme,1985.0
4iomYucDYwOkmCFh9sTaVI,['41qil2VaGbD194gaEcmmyx'],Will Smith,0sCH15W3pKl8Pj62EWK53V,11.0,track:Miami artist:Will Smith,53.0,1997-01-01,Miami,1999.0
4xQseKMx3kxpcsVF638xnY,['42zQWH4QjEPz9xO4tJpgjZ'],The Highwaymen,5pgq6Pzyr8iF2Rs7vzC1nd,5.0,track:Michael artist:The Highwaymen,3.0,1972-01-01,Michael,1961.0
0FCGD70m1TXNC9iXgKsTkp,['59hMeIYY3k3NoX54rrVGPv'],Toni Basil,5G9KcZaxfCysfv4EryCB9b,53.0,track:Mickey artist:Toni Basil,36.0,2020-01-24,Mickey,1983.0
3XzSOIE6zGLliuqsVGLmUc,['6l3HvQ5sa6mXTsMTB19rO5'],J. Cole,2JvzF1RMd7lE3KmFlsyZD8,81.0,track:Middle Child artist:J. Cole,25.0,2019-01-23,Middle Child,2019.0
4oOwdnn4sMmFiiwaTJ0GDu,"['540vIaP2JwjQb9dm3aArA4', '0LIl9fjMPEZp8UDiL8Yuo4', '0CjWKoS55T7DOt0HJuwF1H']",DJ Snake  ,3pvmxgEalEj7KKROvY8yTu,38.0,track:Middle artist:DJ Snake  ,80.0,2015-10-16,Middle,2016.0
6fR5edAXR1JVbrN5F6R68D,['7CnmC3gRgLev4I609BrSxj'],Lou Gramm,4iQZi2sMZlbTpcUlo5YGBf,54.0,track:Midnight Blue artist:Lou Gramm,82.0,1987-03-03,Midnight Blue,1987.0
5SIfsBgfRFNxJd797Dqq2k,['78udmCDNaDu5jqfVnBqwia'],Melissa Manchester,0N3qcAXZM06zaTKm7JCtIh,45.0,track:Midnight Blue artist:Melissa Manchester,55.0,1975-01-01,Midnight Blue,1975.0
7qf9ljSnYDWTlzXyjYFNzt,['2IU5UBup85LmAXh5U36DeC'],The Grass Roots,0Q1perOt9SEwRUp6cHglrC,44.0,track:Midnight Confessions artist:The Grass Roots,19.0,1969-03-01,Midnight Confessions,1968.0
6pMzuVjsypAwbeKiZm56wP,['0TF2NxkJZPQoX1H53rEFM1'],Gladys Knight ,7MF7QAodbGzNYav5ZfIhAY,71.0,track:Midnight Train to Georgia artist:Gladys Knight ,49.0,1973-01-01,Midnight Train to Georgia,1973.0
63Yg3UQS5VcHutEskCmFPC,['2VUiF0VFkXzB0DLg9AzrqT'],Maria Muldaur,5VBcEJ4mtXTmVEJtc7hx2g,49.0,track:Midnight at the Oasis artist:Maria Muldaur,13.0,1973-01-01,Midnight at the Oasis,1974.0
6fN8msI9VOM3uWxjO1Y9eR,['0QyB38XO00qX8Zc0EFzN4w'],Kenny Ball,2VrGJHayLYlUPVjuYCOaMY,17.0,track:Midnight in Moscow artist:Kenny Ball,21.0,1994-10-22,Midnight in Moscow,1962.0
181GSyHmlOrB3QfA4383vm,['5fbhwqYYh4YwUoEs582mq5'],The Spinners,7DCav3rL0B3A5Lp7CXcatN,33.0,track:Mighty Love artist:The Spinners,100.0,1974-01-01,Mighty Love,1974.0
2P5MIQaEXsyDtiXXChyijs,['2qQeKHrQJHLLbvDAOSO874'],Winger,3Bzh1AtiViTIaZV6yqySZH,54.0,track:Miles Away artist:Winger,97.0,1990-07-20,Miles Away,1991.0
5YXBnZzECnOFgssE5q43go,['0IF46mUS8NXjgHabxk2MCM'],Kelis,2s0ouHqJebHfiQ6C1GUFJd,57.0,track:Milkshake artist:Kelis,41.0,2003-12-05,Milkshake,2004.0
5SkzLmGDkyTh8WFzRMNmeI,"['0Z0T7qMFlcb0NfmrJ0Vu02', '4lgrPvofm0IT605L9OrOTN']",Bazzi,6wR0RLhc2y75cZjEeQIHj5,43.0,track:Mine artist:Bazzi,21.0,2018-01-25,Mine,2018.0
5MfAxS5zz8MlfROjGQVXhy,['06HL4z0CvFAxyc27GXpf02'],Taylor Swift,0dBW6ZsW8skfvoRfgeerBF,65.0,track:Mine artist:Taylor Swift,46.0,2010-10-25,Mine,2010.0
6gvl4yoeI4s7y5MbQzfONy,['01hRNr3yF5bYnPq4wZ88iI'],Tommy James ,28DmQwWGctmkziuiuTqFBK,31.0,track:Mirage artist:Tommy James ,96.0,1967-01-05,Mirage,1967.0
3VohQTHO94NM7k1VnuAnfZ,['3MdG05syQeRYPPcClLaUGl'],Diana Ross,3o6Xvw6qvMyd52uHOEUQxc,8.0,track:Mirror Mirror artist:Diana Ross,86.0,1977-01-18,Mirror Mirror,1982.0
28GWVLkctSuSWQ1EUIxZ8m,['31TPClRtHm23RisEBtV3X7'],Justin Timberlake,6ToFxXRBtl5TJFEyIoYK3f,64.0,track:Mirrors artist:Justin Timberlake,6.0,2013-02-11,Mirrors,2013.0
2H4DCvJiZknLngsD2Yqf6k,['04gDigrS5kc9YWfZHwBETP'],Maroon 5,6KBYk8OFtod7brGuZ3Y67q,61.0,track:Misery artist:Maroon 5,62.0,2010-01-01,Misery,2010.0
6RARuzN6pIZZnQKwPeY7xQ,['02da1vDJ2hWqfK7aJL6SJm'],Soul Asylum,5kKaNe8f5rR8cA3WE7Ol5N,29.0,track:Misery artist:Soul Asylum,99.0,1986-01-01,Misery,1995.0
1lLHdYAPp0kZdBiMrLbsJV,['3VNITwohbvU5Wuy5PC6dsI'],Kool ,6KthkBoyIkEPnVSVuHvdCB,34.0,track:Misled artist:Kool ,69.0,1984-11-15,Misled,1985.0
5ErgI599IvfYniy0UWVGBN,['3BmGtnKgCSGYIUhmivXKWX'],Kelly Clarkson,2CZi8d774dBB0wiuWMIpr8,57.0,track:Miss Independent artist:Kelly Clarkson,44.0,2003-04-15,Miss Independent,2003.0
6dTn9vJSxVTIGm4Cu5dH4x,['21E3waRsmPlU7jZsS13rcj'],Ne-Yo,34ceTg8ChN5HjrqiIYCn9Q,68.0,track:Miss Independent artist:Ne-Yo,57.0,2008-01-01,Miss Independent,2008.0
6dTn9vJSxVTIGm4Cu5dH4x,['21E3waRsmPlU7jZsS13rcj'],Ne-Yo,34ceTg8ChN5HjrqiIYCn9Q,68.0,track:Miss Independent artist:Ne-Yo,59.0,2008-01-01,Miss Independent,2009.0
51NPMfa9QfxsYtqzcB2VfY,['6kz53iCdBSqhQCZ21CoLcc'],Culture Club,56SnVQVuJuqnYA6rLdcg32,49.0,track:Miss Me Blind artist:Culture Club,63.0,1983-10-01,Miss Me Blind,1984.0
3Rmhs1P0Xut1p7oLKl18OA,['46njgd2Rq9tZc4ZjeQMgbh'],Boz Scaggs,6L488kGfWqESwrtTwL3AQ2,24.0,track:Miss Sun artist:Boz Scaggs,99.0,1980-01-01,Miss Sun,1981.0
7Is9zETLCV3YYHp39PAbXq,['5tTsrGPwQRWUsHR2Xf7Ke9'],Natalie Cole,6WTD4ZZx3jit6MY3hDDXcc,65.0,track:Miss You Like Crazy artist:Natalie Cole,67.0,1989-01-01,Miss You Like Crazy,1989.0
4OD3LU6001esAtFshDX46M,['4qwGe91Bz9K2T8jXTZ815W'],Janet Jackson,4r5VaK6H1bq0cTGPMTN97Z,49.0,track:Miss You Much artist:Janet Jackson,5.0,1989-09-19,Miss You Much,1989.0
